id,age,category_id,college,depth_position,depth_rank,dob,espn_id,experience,first_name,height,is_active,is_rookie,last_name,league_id,name,number,position,position_group,race,role_id,slug,sports_reference_id,team_id,url,weight,yahoo_id,ast,ast_pct,blk,blk_pct,date,draft_kings_fp,draft_kings_ratio,draft_kings_salary,draft_street_daily_fp,draft_street_daily_ratio,draft_street_daily_salary,draftday_fp,draftday_ratio,draftday_salary,draftster_fp,draftster_ratio,draftster_salary,dreb,dreb_pct,drtg,efg,fanduel_fp,fanduel_ratio,fanduel_salary,fantasy_aces_fp,fantasy_aces_ratio,fantasy_aces_salary,fantasy_feud_fp,fantasy_feud_ratio,fantasy_feud_salary,fantasy_score_fp,fantasy_score_ratio,fantasy_score_salary,fanthrowdown_fp,fanthrowdown_ratio,fanthrowdown_salary,fga,fgm,fta,ftm,game_play_probability,game_start,minutes,nba_game_id,nba_team_id,nerd,opponent_id,oreb,oreb_pct,ortg,p3a,p3m,pf,pts,season,star_street_fp,star_street_ratio,star_street_salary,stl,stl_pct,tov,tov_pct,treb,treb_pct,ts,usg,yahoo_fp,yahoo_ratio,yahoo_salary
111,23,0,,PF,1,1988-09-07,3449,3,Kevin,82,True,False,Love,2931,Kevin Love,42,FC,2,1,0,kevin-love,loveke01,5,,260,4391,2.4,0.12300000000000001,0.7,0.017,2015-11-21,35.28,4.36,8100,29.48,0.0,0,34.08,2.19,15550,33.4,4.45,7500,7.2,0.226,108.2,0.623,33.08,4.19,7900,33.58,5.25,6400,29.48,0.23,130800,34.43,4.36,7900,34.43,0.0,0,13.8,6.1,4.6,4.1,1.0,1.0,34.9,19579,5,3.28,1,2.7,0.085,110.9,5.0,1.7,2.5,16.7,2016,32.98,0.0,0,0.6,0.01,1.7,0.095,9.9,0.155,0.528,23.2,33.93,9.69,35
120,26,0,,PF,2,1985-06-01,3276,3,Anthony,81,True,False,Tolliver,2912,Anthony Tolliver,44,F,2,5,0,anthony-tolliver,tollian01,8,,240,4371,0.9,0.065,0.2,0.006999999999999999,2015-11-21,12.5,4.17,3000,10.05,0.0,0,11.93,2.39,5000,11.8,3.93,3000,2.5,0.141,106.2,0.672,11.75,3.36,3500,11.9,3.4,3500,10.05,0.3,34000,12.15,5.52,2200,12.25,0.0,0,5.0,2.1,1.3,0.5,0.98,0.53,19.5,19580,8,-3.03,30,0.5,0.028999999999999998,98.3,2.6,0.7,1.5,5.9,2016,11.68,0.0,0,0.5,0.01,0.5,0.079,3.0,0.084,0.529,13.6,12.1,12.1,10
122,20,0,,SF,2,1991-05-25,6480,0,Derrick,80,True,False,Williams,3187,Derrick Williams,2,F,2,5,0,derrick-williams,willide02,20,,241,4883,0.5,0.066,0.2,0.012,2015-11-21,7.75,2.5,3100,6.2,0.0,0,7.38,1.34,5500,7.33,2.44,3000,1.2,0.152,108.9,0.587,7.27,2.08,3500,7.35,1.91,3850,6.2,0.15,41200,7.55,1.99,3800,7.55,0.0,0,3.4,1.4,0.9,0.6,0.88,0.12,9.6,19582,20,-2.44,10,0.4,0.039,96.9,1.1,0.4,0.7,4.0,2016,7.23,0.0,0,0.3,0.017,0.4,0.079,1.6,0.095,0.533,19.9,7.47,6.79,11
123,26,0,,SG,1,1985-10-15,3187,4,Arron,77,True,False,Afflalo,2833,Arron Afflalo,6,GF,2,6,0,arron-afflalo,afflaar01,20,,215,4305,1.7,0.08900000000000001,0.1,0.003,2015-11-21,21.08,4.9,4300,16.28,0.0,0,19.83,2.66,7450,19.75,4.39,4500,2.9,0.10300000000000001,110.0,0.542,19.59,4.26,4600,19.78,4.95,4000,16.28,0.24,69100,20.58,5.88,3500,20.28,0.0,0,11.8,4.8,2.5,2.5,1.0,1.0,30.8,19582,20,-10.3,10,0.8,0.026000000000000002,94.5,3.2,1.0,2.4,12.4,2016,19.35,0.0,0,0.8,0.013000000000000001,1.6,0.11800000000000001,3.7,0.064,0.481,21.1,20.09,11.82,17
124,33,0,,C,3,1978-07-07,1135,10,Chris,82,True,False,Andersen,2241,Chris Andersen,11,FC,2,2,0,chris-andersen,anderch01,15,,230,3598,0.0,0.027999999999999997,0.1,0.023,2015-11-21,2.55,0.85,3000,2.15,0.0,0,2.4,0.48,5000,2.5,0.83,3000,0.6,0.19699999999999998,98.3,0.667,2.4,0.69,3500,2.45,0.7,3500,2.15,0.05,43400,2.55,0.91,2800,2.45,0.0,0,0.6,0.4,0.4,0.0,0.23,0.02,3.0,19581,15,0.38,23,0.4,0.13699999999999998,105.4,0.0,0.0,0.4,1.0,2016,2.45,0.0,0,0.1,0.013000000000000001,0.2,0.264,1.0,0.165,0.644,16.0,2.4,2.4,10
131,22,0,,PF,1,1989-02-24,3444,3,Kosta,84,True,False,Koufos,2934,Kosta Koufos,41,FC,2,1,0,kosta-koufos,koufoko01,26,,275,4485,0.6,0.037000000000000005,1.3,0.040999999999999995,2015-11-21,20.3,5.34,3800,17.5,0.0,0,19.2,2.61,7350,19.85,4.32,4600,4.2,0.196,100.8,0.485,19.36,5.09,3800,19.7,4.8,4100,17.5,0.31,57200,20.3,6.77,3000,19.7,0.0,0,6.4,3.1,1.9,0.8,1.0,1.0,23.4,19577,26,0.3,22,2.6,0.13,101.8,0.0,0.0,2.8,7.5,2016,19.55,0.0,0,0.7,0.015,1.2,0.147,6.8,0.163,0.511,15.7,19.36,16.13,12
132,24,0,,PG,1,1987-11-03,4000,2,Ty,71,True,False,Lawson,2946,Ty Lawson,3,PG,3,6,0,ty-lawson,lawsoty01,10,,195,4623,4.3,0.32299999999999995,0.1,0.002,2015-11-21,18.23,3.8,4800,14.93,0.0,0,17.33,1.97,8800,16.53,2.9,5700,1.4,0.069,109.3,0.566,17.13,3.06,5600,17.23,3.67,4700,14.93,0.24,61700,17.98,4.0,4500,17.48,0.0,0,6.5,2.8,2.6,1.7,1.0,1.0,21.3,19582,10,0.2,20,0.5,0.024,110.0,1.9,0.5,1.4,8.1,2016,16.15,0.0,0,0.8,0.019,1.5,0.16899999999999998,1.9,0.047,0.529,19.5,17.38,7.9,22
135,25,0,,C,1,1986-07-16,4298,1,Timofey,85,True,False,Mozgov,3167,Timofey Mozgov,25,C,1,2,0,timofey-mozgov,mozgoti01,5,,250,4794,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,4000,0.0,0.0,0,0.0,0.0,7250,0.0,0.0,4500,0.0,0.0,0.0,0.0,0.0,0.0,4000,0.0,0.0,4000,0.0,0.0,58600,0.0,0.0,4800,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19579,5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
136,21,0,,C,1,1990-08-13,4258,1,DeMarcus,83,True,False,Cousins,3098,DeMarcus Cousins,15,FC,2,4,0,demarcus-cousins,couside01,26,,270,4720,3.3,0.159,2.0,0.043,2015-11-21,42.18,4.1,10300,35.28,0.0,0,40.45,2.03,19950,39.95,4.76,8400,7.6,0.256,102.7,0.572,39.53,3.73,10600,40.03,5.3,7550,35.28,0.22,162900,41.53,4.37,9500,40.68,0.0,0,14.5,6.7,7.0,5.3,1.0,1.0,35.4,19577,26,2.67,22,2.3,0.076,104.8,3.2,1.3,3.2,19.3,2016,39.2,0.0,0,1.2,0.016,3.0,0.16,9.9,0.166,0.549,26.1,40.18,8.2,49
138,22,0,,PG,3,1989-02-25,6434,0,Jimmer,74,False,False,Fredette,3185,Jimmer Fredette,7,G,3,1,0,jimmer-fredette,fredeji01,27,,195,4891,0.4,0.207,0.0,0.002,2015-11-21,2.18,0.0,0,1.68,0.0,0,2.03,0.0,0,2.0,0.0,0,0.2,0.068,106.4,0.55,2.06,0.0,0,2.08,0.0,0,1.68,0.0,0,2.13,0.0,0,2.13,0.0,0,1.0,0.4,0.2,0.0,0.23,0.04,3.0,19583,27,-1.43,14,0.1,0.016,81.8,0.3,0.1,0.3,1.0,2016,1.98,0.0,0,0.1,0.018000000000000002,0.1,0.106,0.3,0.04,0.46,17.5,2.11,0.0,0
148,24,0,,SG,2,1987-06-05,4017,2,Marcus,76,True,False,Thornton,3039,Marcus Thornton,23,PG,3,5,0,marcus-thornton,thornma01,10,,205,4648,1.3,0.12300000000000001,0.1,0.005,2015-11-21,14.28,3.04,4700,11.08,0.0,0,13.68,2.19,6250,13.23,2.65,5000,1.6,0.099,105.4,0.654,13.27,3.09,4300,13.38,2.79,4800,11.08,0.16,68000,13.73,3.71,3700,13.93,0.0,0,7.4,3.1,1.4,1.1,1.0,1.0,17.9,19582,10,-0.5,20,0.5,0.033,103.7,3.5,1.1,1.3,8.1,2016,13.05,0.0,0,0.6,0.018000000000000002,0.7,0.077,2.1,0.065,0.507,22.1,13.82,7.27,19
149,22,0,,C,1,1989-06-13,4262,1,Hassan,84,True,False,Whiteside,3121,Hassan Whiteside,33,C,1,0,0,hassan-whiteside,whiteha01,15,,235,4764,0.8,0.051,2.5,0.066,2015-11-21,32.58,3.93,8300,28.68,0.0,0,31.15,2.06,15150,31.85,4.98,6400,6.8,0.243,92.5,0.591,31.04,3.65,8500,31.53,5.0,6300,28.68,0.2,146000,32.58,3.88,8400,31.53,0.0,0,9.3,5.5,4.0,2.1,1.0,1.0,31.0,19581,15,12.98,23,2.9,0.109,112.9,0.0,0.0,3.1,13.9,2016,31.33,0.0,0,0.7,0.012,2.1,0.175,9.7,0.175,0.628,19.1,31.04,9.41,33
151,34,0,,SF,2,1977-01-26,136,13,Vince,78,True,False,Carter,1891,Vince Carter,25,GF,2,4,0,vince-carter,cartevi01,14,,220,3248,0.1,0.059000000000000004,0.1,0.023,2015-11-21,2.0,0.67,3000,1.55,0.0,0,1.95,0.39,5000,1.85,0.62,3000,0.3,0.128,104.1,0.62,1.83,0.52,3500,1.85,0.62,3000,1.55,0.05,30800,1.9,0.86,2200,1.95,0.0,0,0.9,0.3,0.1,0.1,0.87,0.09,2.9,19583,14,-0.73,27,0.1,0.046,91.3,0.5,0.2,0.3,0.9,2016,1.83,0.0,0,0.1,0.02,0.1,0.068,0.4,0.085,0.446,17.8,1.93,1.93,10
154,26,0,,SF,2,1985-07-10,3201,4,Jared,79,True,False,Dudley,2856,Jared Dudley,3,GF,2,4,0,jared-dudley,dudleja01,30,,225,4300,1.1,0.096,0.3,0.012,2015-11-21,13.38,4.46,3000,11.23,0.0,0,13.2,2.1,6300,12.45,3.89,3200,2.4,0.162,103.2,0.732,12.43,3.36,3700,12.58,3.59,3500,11.23,0.23,49600,12.88,4.29,3000,13.08,0.0,0,4.5,2.1,0.9,0.6,0.98,0.12,18.9,19580,30,1.11,8,0.5,0.031,108.9,2.4,1.0,1.7,5.9,2016,12.3,0.0,0,0.7,0.019,0.6,0.12,2.9,0.096,0.6,13.4,12.93,12.93,10
155,28,0,,PF,2,1983-05-17,2754,6,Channing,83,True,False,Frye,2595,Channing Frye,8,FC,2,4,0,channing-frye,fryech01,22,,245,3934,0.4,0.073,0.3,0.027999999999999997,2015-11-21,5.7,1.73,3300,4.7,0.0,0,5.6,1.05,5350,5.3,1.77,3000,1.2,0.201,106.2,0.756,5.22,1.49,3500,5.3,1.51,3500,4.7,0.09,49500,5.5,2.29,2400,5.5,0.0,0,1.9,0.9,0.6,0.4,0.92,0.27,7.2,19577,22,-0.34,26,0.4,0.053,105.4,1.1,0.4,0.8,2.3,2016,5.2,0.0,0,0.1,0.009000000000000001,0.4,0.14800000000000002,1.6,0.125,0.542,14.7,5.42,5.42,10
156,27,0,,C,1,1984-02-17,2758,4,Marcin,83,True,False,Gortat,2641,Marcin Gortat,4,C,1,3,0,marcin-gortat,gortama01,30,,240,3983,1.0,0.068,1.4,0.042,2015-11-21,27.15,4.94,5500,24.1,0.0,0,26.0,2.31,11250,26.53,4.35,6100,5.6,0.23199999999999998,101.4,0.575,26.0,4.41,5900,26.4,5.5,4800,24.1,0.27,89300,27.15,4.85,5600,26.4,0.0,0,9.0,5.1,3.2,2.5,1.0,1.0,27.3,19580,30,7.47,8,2.4,0.106,114.4,0.1,0.0,2.4,12.6,2016,26.15,0.0,0,0.5,0.009000000000000001,1.5,0.14,8.0,0.17,0.604,19.9,26.0,12.38,21
158,23,0,,C,1,1988-04-01,3447,3,Robin,84,True,False,Lopez,2919,Robin Lopez,15,C,1,6,0,robin-lopez,lopezro01,20,,255,4477,1.3,0.084,1.4,0.042,2015-11-21,21.88,5.21,4200,19.43,0.0,0,20.98,2.41,8700,21.23,4.25,5000,4.2,0.19399999999999998,108.8,0.486,20.89,4.75,4400,21.23,4.88,4350,19.43,0.28,68500,21.88,4.56,4800,21.23,0.0,0,7.0,3.4,2.3,2.3,1.0,1.0,25.5,19582,20,-3.85,10,2.5,0.10800000000000001,102.0,0.0,0.0,2.8,8.6,2016,20.9,0.0,0,0.4,0.009000000000000001,1.3,0.152,6.7,0.149,0.537,16.6,20.89,12.29,17
164,31,0,,SF,2,1980-03-09,1765,8,Matt,79,True,False,Barnes,2289,Matt Barnes,9,GF,2,6,0,matt-barnes,barnema02,14,,226,3643,0.9,0.055999999999999994,0.2,0.006999999999999999,2015-11-21,12.6,3.82,3300,10.1,0.0,0,12.28,2.03,6050,11.7,3.66,3200,2.4,0.155,108.8,0.661,11.59,3.31,3500,11.75,2.97,3950,10.1,0.26,39200,12.1,3.9,3100,12.25,0.0,0,4.7,1.6,1.3,1.1,0.98,0.22,18.7,19583,14,-5.35,27,0.8,0.031,93.4,2.7,1.0,1.6,4.9,2016,11.53,0.0,0,0.9,0.019,0.7,0.102,3.2,0.092,0.487,14.4,12.09,12.09,10
165,31,0,,PG,2,1980-02-26,1994,8,Steve,75,True,False,Blake,2387,Steve Blake,5,G,3,1,0,steve-blake,blakest01,8,,172,3741,0.6,0.244,0.0,0.004,2015-11-21,2.18,0.73,3000,1.68,0.0,0,2.08,0.42,5000,1.9,0.63,3000,0.3,0.10300000000000001,105.6,0.631,1.96,0.56,3500,1.98,0.6,3300,1.68,0.05,35500,2.13,0.97,2200,2.03,0.0,0,0.8,0.3,0.2,0.1,0.91,0.14,3.3,19580,8,-1.19,30,0.0,0.009000000000000001,86.3,0.5,0.1,0.2,0.8,2016,1.83,0.0,0,0.1,0.018000000000000002,0.3,0.231,0.3,0.055,0.431,16.7,2.01,2.01,10
191,29,0,,PG,1,1982-12-19,2178,8,Mo,73,True,False,Williams,2396,Mo Williams,25,G,3,6,0,mo-williams,willima01,5,,195,0,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,5900,0.0,0.0,0,0.0,0.0,11500,0.0,0.0,5800,0.0,0.0,0.0,0.0,0.0,0.0,6200,0.0,0.0,4900,0.0,0.0,95700,0.0,0.0,4600,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19579,5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
192,29,0,,C,3,1982-12-07,3041,5,Louis,81,True,False,Amundson,2761,Louis Amundson,19,PF,2,2,0,louis-amundson,amundlo01,20,,225,4190,0.1,0.057,0.2,0.039,2015-11-21,2.9,0.97,3000,2.45,0.0,0,2.73,0.55,5000,2.83,0.0,0,0.7,0.207,102.1,0.5,2.75,0.79,3500,2.8,0.0,0,2.45,0.0,0,2.9,0.0,0,2.8,0.0,0,0.8,0.4,0.3,0.0,0.26,0.06,3.6,19582,20,-0.08,10,0.3,0.10099999999999999,101.5,0.0,0.0,0.5,1.0,2016,2.78,0.0,0,0.1,0.013999999999999999,0.2,0.158,1.0,0.157,0.536,14.7,2.75,2.75,10
196,26,0,,SG,1,1985-10-26,2751,6,Monta,75,True,False,Ellis,2613,Monta Ellis,8,G,3,4,0,monta-ellis,ellismo01,11,,180,3966,5.6,0.281,0.4,0.008,2015-11-21,32.98,5.23,6300,25.78,0.0,0,30.85,2.59,11900,30.38,4.53,6700,2.8,0.087,101.4,0.503,30.96,4.62,6700,31.13,6.1,5100,25.78,0.26,97900,32.43,5.41,6000,31.68,0.0,0,15.7,6.0,4.0,3.0,1.0,1.0,36.9,19578,11,-2.72,16,0.5,0.019,98.3,3.8,1.1,2.2,16.8,2016,29.73,0.0,0,1.8,0.025,2.6,0.134,3.3,0.052000000000000005,0.481,24.5,31.51,10.87,29
208,23,0,,PG,1,1988-08-20,3417,3,Jerryd,75,True,False,Bayless,2924,Jerryd Bayless,5,G,3,6,0,jerryd-bayless,bayleje01,16,,200,4473,3.3,0.23600000000000002,0.2,0.004,2015-11-21,22.23,4.63,4800,17.68,0.0,0,21.58,2.38,9050,20.13,4.19,4800,2.4,0.106,108.5,0.637,20.23,4.7,4300,20.38,5.1,4000,17.68,0.21,84000,21.53,9.79,2200,21.08,0.0,0,9.2,4.3,2.6,2.1,1.0,1.0,26.0,19578,16,-2.88,11,0.5,0.019,102.9,3.1,1.4,2.3,11.5,2016,19.55,0.0,0,1.1,0.021,2.3,0.17300000000000001,2.9,0.063,0.559,22.5,20.93,13.08,16
209,30,0,,PG,2,1981-09-28,2806,6,Jose,75,True,False,Calderon,2653,Jose Calderon,8,PG,3,5,0,jose-calderon,caldejo01,20,,210,3989,3.8,0.226,0.1,0.004,2015-11-21,19.25,0.0,0,15.5,0.0,0,18.63,0.0,0,17.3,4.33,4000,2.3,0.099,109.8,0.592,17.62,4.0,4400,17.75,4.55,3900,15.5,0.26,59000,18.75,4.69,4000,18.25,0.0,0,7.6,3.1,2.1,2.1,0.99,0.47,26.9,19582,20,-5.67,10,0.3,0.013999999999999999,99.8,2.8,1.0,2.3,8.6,2016,16.8,0.0,0,1.0,0.018000000000000002,2.0,0.19899999999999998,2.6,0.055,0.504,17.6,18.12,18.12,10
216,22,0,,PF,2,1989-02-04,6424,0,Lavoy,81,True,False,Allen,3261,Lavoy Allen,7,FC,2,6,0,lavoy-allen,allenla01,11,,225,4932,1.1,0.08900000000000001,0.8,0.028999999999999998,2015-11-21,15.43,4.41,3500,12.93,0.0,0,14.38,2.38,6050,14.95,4.27,3500,3.2,0.179,97.8,0.418,14.79,3.89,3800,15.03,5.01,3000,12.93,0.23,55900,15.43,6.43,2400,15.03,0.0,0,5.5,2.3,1.7,0.7,0.97,0.5,19.7,19578,11,-1.51,16,1.5,0.08199999999999999,92.8,0.1,0.0,2.0,5.9,2016,14.75,0.0,0,0.4,0.01,0.8,0.11599999999999999,4.7,0.129,0.469,16.2,14.79,14.79,10
222,24,0,,SG,2,1987-08-21,4003,2,Jodie,76,False,False,Meeks,3069,Jodie Meeks,20,SG,3,4,0,jodie-meeks,meeksjo01,8,,208,4646,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3600,0.0,0.0,3700,0.0,0.0,46100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19580,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
226,21,0,,C,1,1990-10-24,6478,0,Nikola,82,True,False,Vucevic,3212,Nikola Vucevic,44,FC,2,3,0,nikola-vucevic,vucevni01,22,,260,0,2.0,0.11,1.3,0.028999999999999998,2015-11-21,36.38,4.98,7300,31.23,0.0,0,34.4,2.56,13450,35.3,4.97,7100,6.6,0.24,106.2,0.517,34.8,4.64,7500,35.28,6.08,5800,31.23,0.27,116600,36.33,4.84,7500,35.33,0.0,0,15.1,7.7,4.0,3.3,1.0,1.0,33.4,19577,22,4.33,26,2.9,0.096,109.9,0.2,0.1,3.2,18.5,2016,34.78,0.0,0,0.7,0.01,2.1,0.11,9.5,0.165,0.549,24.9,34.85,11.24,31
229,27,0,,SF,1,1984-05-29,1975,8,Carmelo,80,True,False,Anthony,2351,Carmelo Anthony,7,F,2,6,0,carmelo-anthony,anthoca01,20,,238,3706,3.1,0.15,0.6,0.013000000000000001,2015-11-21,33.98,4.0,8500,27.08,0.0,0,32.18,1.92,16800,31.93,4.56,7000,4.9,0.154,112.6,0.553,31.85,3.32,9600,32.18,4.73,6800,27.08,0.19,145400,33.23,4.0,8300,32.93,0.0,0,16.9,7.2,4.2,3.7,1.0,1.0,36.3,19582,20,-9.78,10,1.6,0.053,99.9,4.3,1.5,3.0,18.5,2016,31.4,0.0,0,0.9,0.013000000000000001,2.1,0.10400000000000001,6.5,0.102,0.493,25.8,32.6,8.36,39
237,21,0,,SG,2,1990-06-26,6468,0,Iman,77,False,False,Shumpert,3213,Iman Shumpert,15,GF,2,6,0,iman-shumpert,shumpim01,5,,209,4898,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3600,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3800,0.0,0.0,61100,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19579,5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
253,24,0,,C,2,1987-10-05,3242,4,Brandan,82,True,False,Wright,2815,Brandan Wright,34,FC,2,5,0,brandan-wright,wrighbr03,14,,220,4286,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3200,0.0,0.0,0,0.0,0.0,6500,0.0,0.0,3700,0.0,0.0,0.0,0.0,0.0,0.0,3700,0.0,0.0,3800,0.0,0.0,48200,0.0,0.0,3500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19583,14,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
257,25,0,,SF,1,1986-08-28,3209,4,Jeff,81,True,False,Green,2818,Jeff Green,8,GF,2,0,0,jeff-green,greenje02,14,,235,4247,1.4,0.081,0.3,0.009000000000000001,2015-11-21,20.7,4.6,4500,16.55,0.0,0,19.53,2.57,7600,19.65,5.17,3800,3.4,0.14400000000000002,109.0,0.561,19.5,4.53,4300,19.7,4.93,4000,16.55,0.29,57000,20.3,4.61,4400,20.1,0.0,0,10.3,4.5,2.7,2.2,1.0,1.0,30.1,19583,14,-4.98,27,0.6,0.025,101.2,2.7,0.8,2.1,12.0,2016,19.35,0.0,0,0.6,0.011000000000000001,1.2,0.098,4.0,0.084,0.527,19.8,19.9,13.27,15
262,25,0,,PG,1,1986-02-22,3026,5,Rajon,73,True,False,Rondo,2703,Rajon Rondo,9,PG,3,6,0,rajon-rondo,rondora01,26,,186,4149,8.9,0.396,0.2,0.004,2015-11-21,38.78,4.41,8800,31.08,0.0,0,36.75,2.3,15950,35.0,5.93,5900,4.3,0.127,104.4,0.543,35.95,4.49,8000,36.23,6.41,5650,31.08,0.22,138200,38.23,5.38,7100,36.78,0.0,0,14.1,6.1,3.5,1.2,1.0,1.0,37.6,19577,26,-0.77,22,1.2,0.036000000000000004,103.0,3.2,1.1,2.6,16.0,2016,34.0,0.0,0,1.8,0.024,4.0,0.20600000000000002,5.5,0.081,0.51,22.9,36.5,11.77,31
268,30,0,,PF,3,1981-09-24,1711,9,Drew,82,True,False,Gooden,2250,Drew Gooden,0,FC,2,6,0,drew-gooden,goodedr01,30,,250,3602,0.1,0.052000000000000005,0.1,0.026000000000000002,2015-11-21,1.43,0.48,3000,1.08,0.0,0,1.28,0.24,5400,1.38,0.46,3000,0.3,0.201,102.0,0.5,1.35,0.39,3500,1.38,0.38,3600,1.08,0.03,41600,1.43,0.48,3000,1.38,0.0,0,0.6,0.2,0.2,0.0,0.17,0.0,1.9,19580,30,-0.61,8,0.2,0.09300000000000001,86.5,0.2,0.0,0.2,0.5,2016,1.35,0.0,0,0.0,0.01,0.1,0.105,0.5,0.146,0.363,19.5,1.35,1.35,10
269,19,0,,PF,1,1992-07-15,6440,0,Tobias,80,True,False,Harris,3211,Tobias Harris,14,F,2,4,0,tobias-harris,harrito02,22,,226,4901,2.1,0.106,0.5,0.01,2015-11-21,28.85,4.73,6100,23.95,0.0,0,27.43,2.26,12150,27.53,4.75,5800,4.3,0.146,107.3,0.581,27.41,4.03,6800,27.7,5.28,5250,23.95,0.24,100400,28.4,5.16,5500,28.15,0.0,0,12.9,6.2,3.6,2.8,1.0,1.0,32.1,19577,22,4.44,26,1.5,0.052000000000000005,112.7,2.6,0.9,2.1,16.1,2016,27.18,0.0,0,0.8,0.013999999999999999,1.4,0.09,5.8,0.099,0.556,21.8,27.86,10.72,26
270,24,0,,PF,1,1987-05-15,2767,6,Ersan,81,True,False,Ilyasova,2607,Ersan Ilyasova,7,F,2,2,0,ersan-ilyasova,ilyaser01,8,,235,3962,1.2,0.07400000000000001,0.4,0.011000000000000001,2015-11-21,21.43,5.23,4100,17.13,0.0,0,20.68,2.4,8600,20.08,4.27,4700,3.5,0.132,106.7,0.639,19.8,4.4,4500,20.03,5.01,4000,17.13,0.28,61600,20.73,5.18,4000,20.73,0.0,0,9.2,4.1,2.9,2.2,1.0,1.0,27.4,19580,8,-0.69,30,1.0,0.039,105.4,3.4,1.4,2.5,11.6,2016,19.73,0.0,0,0.8,0.013999999999999999,1.4,0.11800000000000001,4.5,0.085,0.556,20.4,20.5,12.81,16
277,29,0,,PG,2,1982-07-05,2448,7,Beno,75,True,False,Udrih,2523,Beno Udrih,19,PG,3,6,0,beno-udrih,udrihbe01,15,,205,3845,0.3,0.27399999999999997,0.0,0.004,2015-11-21,1.33,0.44,3000,1.08,0.0,0,1.23,0.24,5050,1.23,0.38,3200,0.1,0.09699999999999999,104.4,0.509,1.27,0.36,3500,1.28,0.43,3000,1.08,0.03,40700,1.33,0.44,3000,1.28,0.0,0,0.6,0.2,0.1,0.1,0.91,0.17,1.7,19581,15,-0.35,23,0.0,0.011000000000000001,94.6,0.1,0.0,0.2,0.6,2016,1.2,0.0,0,0.1,0.015,0.1,0.163,0.1,0.053,0.47,20.3,1.27,1.27,10
278,24,0,,SG,1,1987-08-23,3973,2,Darren,72,True,False,Collison,3038,Darren Collison,2,PG,3,6,0,darren-collison,collida01,26,,160,0,4.2,0.28800000000000003,0.2,0.005,2015-11-21,22.43,4.77,4700,18.53,0.0,0,21.5,2.31,9300,20.58,3.55,5800,1.9,0.094,108.4,0.585,21.16,4.07,5200,21.28,4.84,4400,18.53,0.22,86000,21.98,4.88,4500,21.73,0.0,0,8.6,3.9,2.9,2.1,1.0,1.0,23.4,19577,26,3.03,22,0.4,0.016,113.9,2.3,0.9,1.9,10.9,2016,20.23,0.0,0,1.1,0.02,1.4,0.12300000000000001,2.3,0.055,0.555,20.9,21.61,10.29,21
279,21,0,,SF,1,1990-05-02,4251,1,Paul,80,True,False,George,3114,Paul George,24,F,2,6,0,paul-george,georgpa01,11,,210,4725,4.3,0.23199999999999998,0.5,0.011000000000000001,2015-11-21,40.3,4.15,9700,32.25,0.0,0,38.83,2.21,17550,37.25,5.03,7400,5.5,0.171,98.9,0.614,37.15,3.91,9500,37.5,5.6,6700,32.25,0.21,152400,39.15,4.26,9200,38.65,0.0,0,17.1,7.5,6.1,5.2,1.0,1.0,36.8,19578,11,6.61,16,1.5,0.047,105.2,6.0,2.3,2.9,21.6,2016,36.43,0.0,0,1.5,0.021,3.3,0.142,7.0,0.109,0.546,28.4,38.3,9.12,42
